datetime,totalFare,avgFare,totalTip,avgTip
2013-09-09,1.1386601420000006E7,12.619193792916963,1313029.959999983,1.4551646193606542
2013-06-25,5859023.46,12.448235519078082,669496.8499999737,1.4224306362617916
2013-04-22,5556214.88,12.14149424634305,630706.8999999901,1.3782267897959235
2013-07-19,6429378.460000001,12.46133986890101,714938.5799999932,1.3856848972566764
2013-07-23,5769256.46,12.400149723701094,660834.4099999822,1.4203642502960347
2013-11-17,5919021.53,12.733514751375749,660210.4900000001,1.4203023203782825
2013-02-01,6715950.83,11.84312302054751,756562.5699999761,1.3341466928594687
2013-01-31,6286504.21,11.835402467425132,744212.9699999745,1.4011061994385403
2013-01-25,6317264.79,11.7598769704461,712477.969999972,1.3263102861567497
2013-09-07,1.2598124740000002E7,12.320446516413083,1297605.9599999883,1.2690051225480015
2013-10-14,5125378.760000001,12.704946655561507,565471.4499999942,1.4017080383524556
